1579_1302	3
0	0.4994201759243169	14	15	41	0.004454487003386021	0.4859958354266334
2	2.2835856237966027E-4	11	15	41	1.6498100012540817E-4	0.005999948585513992
3	9.397471702866677E-7	8	15	41	6.1104074120521545E-6	6.666609539459991E-4
4	0.4994201759243169	14	15	41	0.004454487003386021	0.4859958354266334
5	8.457724532580008E-6	10	15	41	5.499366670846939E-5	6.666609539459991E-4
6	2.283585623796602E-4	12	15	41	4.949430003762245E-4	0.001999982861837997
7	6.850756871389806E-4	11	15	41	1.6498100012540817E-4	0.017999845756541975
9	8.457724532580008E-6	10	15	41	5.499366670846939E-5	6.666609539459991E-4
10	1.4323230761875746E-10	4	15	41	7.543712854385376E-8	8.230382147481471E-6
null
MaxIntensPeak:1084.46
676.11	95.71851055587467	[0, 1, 2, 4, 6, 7, 8, 9, 10]	1.129256510416688	2
1075.1	170.83978275714244	[0, 2, 3, 4, 5]	0.7928846153846157	2
1084.1	176.6476530451447	[0, 2, 3, 4, 5, 6, 7, 9, 10]	0.3384186978100911	2
1303.03	915.5748183994754	[0, 2, 3, 4, 5, 6, 7, 9, 10]	1.0613321078431364	2
1362.02	183.1202561257877	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	0.7015481830563483	2
621.28	75.53567888519802	[0, 3, 4, 5, 6, 7, 10]	0.5383459302325588	3
667.33	147.17576408128926	[0, 4, 7, 9]	0.9221	3
839.43	652.904465576538	[0, 2, 3, 4, 5, 7, 10]	0.3227414685582786	3
857.42	722.0354916941754	[0, 2, 3, 4, 5, 10]	0.5363912760416698	3
866.44	211.7138063394899	[0, 3, 4, 5, 6, 7, 9, 10]	0.4047247129689142	3
676.33	236.88939958988982	[0, 2, 4, 6, 7, 9]	1.1342317708333323	3
839.45	259.8085611237446	[0, 2, 3, 4, 5, 6, 7, 10]	0.325767160686424	3
1057.49	134.82367794655124	[0, 2, 3, 4, 5]	0.7928846153846154	3
1075.46	326.13777299136746	[0, 2, 3, 4, 5]	0.7928846153846157	3
1084.46	1000.0	[0, 2, 3, 4, 5, 6, 7, 9, 10]	0.8983404605263786	3

